snoRNA,disease,label
SNORD35A,Mouth neoplasms,0
RNU1-3,B-cell lymphoma,0
SNORA63,Pneumonia,0
SNORD98,Cholangiocarcinoma,0
SNORD33,Hemangioma,0
SNORA36A,Colon carcinoma,0
SNORD3B-2,Pancreatic cancer,0
SNORD114-2,Renal cell cancer,0
SNORA29,Pre-eclampsia,0
SNORA9,Cholangiocarcinoma,0
SNORD87,Lung small cell carcinoma,0
SNORD3C,Parkinson disease,0
SNORD21,Lymphosarcoma,0
SNORD15A,B-cell lymphoma,0
SNORD54,Head and neck squamous cell carcinoma,0
SNHG10,Myasthenia gravis,0
SNORD18B,Non small cell lung carcinoma,0
SNORA29,Pediatric neuroblastoma,0
SNORD82,Liposarcoma,0
SNORD70,Leukemia lymphoblastic acute,0
SNORD124,Renal cell carcinoma,0
RNU1-1,Acute promyelocytic leukemia,0
SNORA70F,Colorectal carcinoma,0
SNORD123,Epithelial ovarian cancer,0
TERC,Psoriatic arthritis,0
SNORA71D,Uterine cervical neoplasm,0
SNORA49,Nasopharyngeal cancer,0
SNORD114-10,Hypopharyngeal cancer,0
SNORA3A,Renal cell carcinoma,0
SNORD42B,Malignant glioma,0
SNHG18,Lymphoma,0
SNORA72,Retinoblastoma,0
SNORA33,Colon and rectal adenocarcinoma,0
SNORD104,Acute promyelocytic leukemia,0
SNORD49A,Breast cancer,0
SNORA7B,Wilms tumor,0
SNORD77,Liver fibrosis,0
SNORA50A,Melanoma,0
SNORD114-21,Gallbladder cancer,0
SNORA61,Liver cirrhosis,0
SCARNA5,Alzheimer disease,0
SNORD114-3,Hepatocellular carcinoma,0
SNORD115-8,Cholangiocarcinoma,0
SNORD62B,Cardiac hypertrophy,0
SNORD45A,Esophagus adenocarcinoma,0
SNORD81,Wilms tumor,0
SNORD113-8,Esophageal squamous cell cancer,0
SNORD121B,Renal carcinoma,0
SCARNA10,Oral squamous cell carcinoma,0
SNORD64,Stomach cancer,0
SCARNA9,Esophageal squamous cell cancer,0
SNORD51,Adenocarcinoma,0
SNORD20,Ovarian clear cell carcinoma,0
SNORA50A,Chronic myeloid leukemia,0
SNORD22,Pneumonia,0
SNORD54,Triple negative breast cancer,0
SNORD22,Esophageal squamous cell carcinoma,0
SNORD36B,Epithelial ovarian carcinoma,0
SNORD45B,Renal cell carcinoma,0
SNORD13,Renal cell carcinoma,0
SNORD91B,Heart failure,0
SNORD118,Mouth neoplasms,0
SNORD3D,Esophageal cancer,0
SNORD45B,Melanoma,0
SNORD23,Tuberculosis,0
SNORA3A,Pneumonia,0
SCARNA9,Gallbladder cancer,0
SNORD87,Bladder cancer,0
SNORA59B,Prostate cancer,0
SNORA5C,Hepatocellular carcinoma,0
SNORA74A,Hepatocellular carcinoma,0
SNORA3B,Gastric carcinoma,0
SNORD42A,Urinary bladder cancer,0
SNORD116-15,Esophageal squamous cell cancer,0
SNORD112,Prostate cancer,0
SNORD88C,Bladder cancer,0
SNORD105,Colon and rectal adenocarcinoma,0
SNORD12B,Laryngeal cancer,0
SNORA53,Mouth neoplasms,0
SNORD21,Heart failure,0
SNORA21,Rheumatoid arthritis,0
SNORA5A,Gastric cancer,0
SNORD3D,Tongue squamous cell carcinoma,0
SNORD3C,Uveal melanoma,0
SNORD46,Colorectal adenocarcinoma,0
SNORA69,Head and neck squamous cell carcinoma,0
RNU1-3,Lung adenocarcinoma,0
SNHG21,Acute promyelocytic leukemia,0
SNORA17A,Wilms tumor,0
SNORD115-42,Muscle-invasive bladder cancer,0
SNORD34,Chronic myeloid leukemia,0
SNORD3P3,Epithelial ovarian carcinoma,0
SNORD11,Epithelial ovarian cancer,0
SNORD113-6,Hemangioma,0
SNORA36A,Laryngeal cancer,0
SNORD62B,Pediatric neuroblastoma,0
SCARNA10,Tongue squamous cell carcinoma,0
SNORA5A,Lymphoma,0
SNORA65,Lung small cell carcinoma,0
SNORA25,Osteosarcoma,0
SNORD113-1,Pneumonia,0
SNORD84,Colon carcinoma,0
SNORD1A,Chronic myeloid leukemia,0
SNORD57,Uterine cervical neoplasm,0
SCARNA14,Head and neck squamous cell carcinoma,0
SNORA75,Mouth neoplasms,0
SNORD31,Breast neoplasms,0
SNHG6,Prader-willi syndrome,0
SNORD50B,Thyroid cancer,0
SNORD58B,Acute myeloid leukemia,0
SNORD97,Uterine cervical neoplasm,0
SNORD115-13,Acute promyelocytic leukemia,0
SNORD114-10,Gallbladder cancer,0
SNORD73A,Early hepatocellular carcinoma,0
SNORA53,Retinoblastoma,0
SNORA44,Pre-eclampsia,0
SNORD113-8,Colorectal cancer,0
SNORD45B,Diffuse large B cell lymphoma,0
SNORA22,Prader-willi syndrome,0
SNORA62,Glioblastoma,0
SNORD60,Multiple myeloma,0
SNORD66,Glioma,0
SNORD68,Epithelial ovarian cancer,0
SNORD58C,West nile virus infection,0
SNORD114-2,Chronic obstructive pulmonary disease,0
SNORD48,Tongue squamous cell carcinoma,0
SNORD115-23,Osteosarcoma,0
SNORD53,Tuberculosis,0
SNORD75,Hemangioma,0
SNHG14,Laryngeal squamous cell carcinoma,0
SNORD127,Esophagus adenocarcinoma,0
SNORA59B,Papillary thyroid cancer,0
SNORA80E,Nonalcoholic fatty liver disease,0
SNORD99,Ovarian carcinoma,0
SNORD115-13,Lung small cell carcinoma,0
SNORD26,Early hepatocellular carcinoma,0
SNORD18B,Esophagus adenocarcinoma,0
SNORD113-3,Papillary thyroid cancer,0
SNORA54,Laryngeal squamous cell carcinoma,0
SNORD14E,Mouth neoplasms,0
SNORA5C,Papillary thyroid carcinoma,0
SNORD35A,Lung squamous cell carcinoma,0
SNORA35,Non small cell lung cancer,0
SNORD115-8,Liver cirrhosis,0
SNHG11,Laryngeal squamous cell carcinoma,0
SNORA54,Clear cell renal cell carcinoma,0
SNORA73A,Gastric carcinoma,0
SNORA81,Uterine leiomyoma,0
SNORD19B,Herpes simplex keratitis,0
SNORD113-9,Colorectal adenocarcinoma,0
SNORA81,Psoriatic arthritis,0
SCARNA17,Liver fibrosis,0
SNORD59B,Nk/T cell lymphoma,0
SNORD113-2,Liver cirrhosis,0
SNORD123,Lung carcinoma,0
SNORD47,Cerebral cavernous malformations,0
SNORA4,Lung squamous cell carcinoma,0
SNORA22,Alzheimer disease,0
SNORA16B,Colorectal adenocarcinoma,0
SNORD82,Nonalcoholic fatty liver disease,0
SNORA17A,Thyroid cancer,0
SNORD83A,Adenocarcinoma,0
SNORA41,Psoriatic arthritis,0
SNORA64,Prostatic neoplasms,0
SNHG10,Acute myeloid leukemia,0
SNORD91B,Nasopharyngeal cancer,0
SNORA20,Papillary thyroid cancer,0
SNORD88B,Bladder cancer,0
SNHG20,Laryngeal cancer,0
SNORD88C,Pancreatic adenocarcinoma,0
SNORA3B,Breast neoplasms,0
SNORD70,Thyroid cancer,0
SCARNA17,Esophageal squamous cell cancer,0
SNORD103B,Nonalcoholic fatty liver disease,0
SNORD24,Esophageal squamous cell carcinoma,0
SNORD121A,Esophageal squamous cell carcinoma,0
SNORA59B,Cholangiocarcinoma,0
SNORD115-8,Chronic obstructive pulmonary disease,0
SNORA71B,Esophageal squamous cell carcinoma,0
SNORD38B,Mouth neoplasms,0
SNORD105,Breast neoplasms,0
SNORA5B,Laryngeal cancer,0
SNORD22,Rheumatoid arthritis,0
SNORD12C,Pancreatic adenocarcinoma,0
SNORD3C,Cholangiocarcinoma,0
SNORD124,Hemangioma,0
SNORD73A,Lymphoma,0
SNORD38B,T-cell acute lymphoblastic leukemia,0
SNORA72,Papillary thyroid cancer,0
SCARNA17,Muscle-invasive bladder cancer,0
SNORD96A,Psoriatic arthritis,0
SNORA67,Urinary bladder cancer,0
SNORD6,Liver cancer,0
SNORA40,Herpes simplex keratitis,0
SNORD116-16,Non small cell lung carcinoma,0
SNORA40,Adenocarcinoma,0
SNORD11B,Epstein-barr virus infections,0
SNORD103A,Prostate carcinoma,0
SNHG19,Nasopharyngeal carcinoma,0
SNORA36C,Laryngeal cancer,0
SNORD3B-2,Head and neck squamous cell carcinoma,0
SNORD115-21,Ischemia,0
SCARNA16,Esophageal squamous cell carcinoma,0
SCARNA2,Gastric carcinoma,0
SNORA14B,Hypopharyngeal cancer,0
SNORA46,Wilms tumor,0
SNORA35,Liver cancer,0
SNORD58B,Nk/T cell lymphoma,0
SNORD63,Primary breast cancer,0
SNORA1,Lung squamous cell carcinoma,0
SNORA71C,Herpes simplex keratitis,0
SNORD63,Hepatocellular carcinoma,0
SCARNA16,Hemangioma,0
SNORA81,Stomach cancer,0
SCARNA14,Malignant glioma,0
SNORA21,Breast cancer,0
SNORD93,Urinary bladder cancer,0
SNORD43,Colon cancer,0
SNORD36C,Rheumatoid arthritis,0
SNORA74B,Cardiac hypertrophy,0
SNORD23,Wilms tumor,0
SNORD126,Ovarian clear cell carcinoma,0
SNORA46,Uveal melanoma,0
SNORA50A,Hepatic carcinoma,0
SNORD57,Renal cell cancer,0
SNORD14C,Clear cell renal cell carcinoma,0
SNORD7,Glioma,0
SNORD116-2,Cancer,0
SNHG21,Gastric cancer,0
SCARNA7,Acute promyelocytic leukemia,0
SNORD49A,Glioblastoma,0
SNORA70D,Liver cancer,0
SNORD58B,Epstein-barr virus infections,0
SNORD14D,West nile virus infection,0
SNORA57,Meningioma,0
SNORA37,Clear cell renal cell carcinoma,0
SNORD114-9,Prostate cancer,0
SNORA57,Prostate cancer,0
SNORD61,Esophageal squamous cell carcinoma,0
SNORD58C,Esophageal cancer,0
SNHG22,Primary breast cancer,0
SNORD125,Gastric carcinoma,0
SNORD50B,Gallbladder cancer,0
SNORD114-22,Lung cancer,0
SCARNA9,Renal carcinoma,0
SNORD116-2,Chronic myeloid leukemia,0
SNHG4,Melanoma,0
SNORD15A,Thyroid cancer,0
SNORA1,Breast neoplasms,0
SNORD58B,Clear cell renal cell carcinoma,0
SNORD14B,Lung adenocarcinoma,0
SNORD19,Laryngeal cancer,0
SNORD113-9,Tuberculosis,0
SNORD115-10,Lymphosarcoma,0
SNORD3D,Nk/T cell lymphoma,0
SNORA26,Alzheimer disease,0
SNORA52,Ovarian cancer,0
SNORD119,Meningioma,0
SNORD23,Acute myeloid leukemia,0
SNHG25,Wilms tumor,0
SNORD42A,Head and neck squamous cell carcinoma,0
SNORA79,West nile virus infection,0
SNORD125,Osteoarthritis,0
SNORD111,Lung squamous cell carcinoma,0
SNHG12,Dysregulated immunity,0
SNHG1,Pneumonia,0
SNORA51,Hepatic carcinoma,0
SNORD3P3,Head and neck squamous cell carcinoma,0
SNORD114-25,Nasopharyngeal carcinoma,0
SNORD114-5,Acute myeloid leukemia,0
SNORA11E,Nasopharyngeal cancer,0
SNORD11,Epithelial ovarian carcinoma,0
SNORD91B,Alzheimer disease,0
SNORA71D,Stomach cancer,0
SNORD73A,Renal carcinoma,0
SNORA18,Lung adenocarcinoma,0
SNORD6,Primary breast cancer,0
SNORD46,Uterine cervical neoplasm,0
SNORD58C,Leukemia lymphoblastic acute,0
SNORD115-15,Rheumatoid arthritis,0
SCARNA10,Hepatocellular carcinoma,0
SNORA3A,Papillary thyroid cancer,0
SNORA79,Lung small cell carcinoma,0
SNHG19,T-cell acute lymphoblastic leukemia,0
SNORD74,Nonalcoholic fatty liver disease,0
SNORD116-1,Osteoarthritis,0
SNHG20,Neuroblastoma,0
SNORA3A,Acute promyelocytic leukemia,0
SNORD52,Laryngeal cancer,0
SCARNA7,Colorectal carcinoma,0
SNORA40,Lung carcinoma,0
SNORD121A,Epithelial ovarian carcinoma,0
SNORD62B,Nasopharyngeal cancer,0
SNORD3B-1,Pre-eclampsia,0
SNORD25,Retinoblastoma,0
SNORA32,Prader-willi syndrome,0
SNORD1B,Triple negative breast cancer,0
SNORA70C,Bladder cancer,0
SNORD58B,Adenocarcinoma,0
SNHG3,Alzheimer disease,0
SNHG17,Liver cirrhosis,0
SNORD52,Pancreatic adenocarcinoma,0
SNORA74A,Papillary thyroid cancer,0
SNORD113-8,Colorectal adenocarcinoma,0
SNORD61,Colorectal cancer,0
SNORD3B-1,Glioblastoma,0
SNORA3A,Urinary bladder cancer,0
SNORD114-20,Glioblastoma,0
SNORA33,Ovarian clear cell carcinoma,0
SNORD14B,Prader-willi syndrome,0
SNORA55,Heart failure,0
SCARNA2,Pre-eclampsia,0
SNORD37,Lung squamous cell carcinoma,0
SNHG10,Nonalcoholic fatty liver disease,0
SNORD114-20,Ischemia,0
SNORD31,Glioblastoma,0
SNORD93,Esophageal squamous cell carcinoma,0
SNORD93,Gastric carcinoma,0
SNORD7,Colorectal carcinoma,0
SNORD15A,Tuberculosis,0
SNORD60,Uterine cervical neoplasm,0
SNHG10,Gallbladder cancer,0
SNORA51,T-cell acute lymphoblastic leukemia,0
SNORD72,Gastric carcinoma,0
SNORD44,Cardiac hypertrophy,0
SNORD27,Heart failure,0
SNORD71,Early hepatocellular carcinoma,0
SNORD115-23,Pneumonia,0
SNORA31,Cervical cancer,0
SNORA46,Chronic obstructive pulmonary disease,0
SNORA36C,Breast cancer,0
SNORD113-4,Wilms tumor,0
SNORD53,Lung cancer,0
SNORD58A,Herpes simplex keratitis,0
SNORD116-16,Ovarian carcinoma,0
SNORD59A,Hepatic carcinoma,0
SNORA5C,Pneumonia,0
SNORA30,Pneumonia,0
SNORA5C,Chronic obstructive pulmonary disease,0
SNORD28,Breast cancer,0
SNORA74A,West nile virus infection,0
SNORD115-15,Prostate cancer,0
SNORD114-20,Malignant glioma,0
SNORD99,Cholangiocarcinoma,0
SNORD114-28,Lung cancer,0
SNORD59B,Oral squamous cell carcinoma,0
SNORD12,Glioblastoma,0
SNORA71A,Alzheimer disease,0
SCARNA22,Nasopharyngeal carcinoma,0
SNORD38B,Multiple myeloma,0
SNORD68,Primary breast cancer,0
SNORA31,Prostatic neoplasms,0
SNORD127,Nonalcoholic fatty liver disease,0
SNORA20,Meningioma,0
SNORD19B,Renal cell carcinoma,0
SNORA1,Esophageal squamous cell cancer,0
SNORA71B,Hypopharyngeal cancer,0
SNORD32A,Diffuse large B cell lymphoma,0
SNORD103B,Leukemia lymphoblastic acute,0
SNORA15,Early hepatocellular carcinoma,0
SNHG22,Esophagus adenocarcinoma,0
SNORD111,Breast cancer,0
SNORD118,Esophageal squamous cell cancer,0
SNORA32,Oral squamous cell carcinoma,0
SNORA74B,Lung small cell carcinoma,0
SNORD35B,Uterine cervical neoplasm,0
SNORD14D,Tongue squamous cell carcinoma,0
SNORA67,Ovarian clear cell carcinoma,0
SNORD22,Head and neck squamous cell carcinoma,0
SNORD105B,Myasthenia gravis,0
SNORD115-42,Multiple myeloma,0
SNORA32,Lymphosarcoma,0
SNORD12B,Diffuse large B cell lymphoma,0
SNORA21,Lung carcinoma,0
SNORD64,Tongue squamous cell carcinoma,0
SNORD114-15,Glioblastoma,0
SNORD3D,Prostate cancer,0
SNHG1,Prostatic neoplasms,0
SNORD11,Lung carcinoma,0
SNORD116-21,Clear cell renal cell carcinoma,0
SNORD30,Clear cell renal cell carcinoma,0
SNORD4B,Osteosarcoma,0
SNORD42A,Epithelial ovarian carcinoma,0
SCARNA18,Pancreatic ductal adenocarcinoma,0
SNHG7,Osteoarthritis,0
SNORA7B,Epithelial ovarian carcinoma,0
SNORA24,Breast neoplasms,0
SNORA3A,Liposarcoma,0
SNORA4,T-cell acute lymphoblastic leukemia,0
SNORD14A,Liver fibrosis,0
SNHG16,Colon carcinoma,0
SNORD24,Liver cirrhosis,0
SNORD72,Rheumatoid arthritis,0
SNORD44,Non small cell lung cancer,0
SNORA40,Colon cancer,0
SNORD43,Malignant glioma,0
SNORD66,Osteoarthritis,0
SNORA13,Primary breast cancer,0
SNORD27,Lung squamous cell carcinoma,0
SNORA16A,Breast cancer,0
SNORD115-16,Lung cancer,0
SNORA14B,Melanoma,0
SNORD114-9,Acute myeloid leukemia,0
SNORA7B,Esophageal cancer,0
RNU7-1,Nonalcoholic fatty liver disease,0
SNORD18C,Lung small cell carcinoma,0
SNORA6,Rheumatoid arthritis,0
SNORD82,Pre-eclampsia,0
SNORD114-26,Pediatric neuroblastoma,0
SNORD62B,Muscle-invasive bladder cancer,0
SNORA14A,Primary breast cancer,0
SNORA71D,Multiple myeloma,0
SNORD89,Pediatric neuroblastoma,0
RNU1-3,Colorectal adenocarcinoma,0
SNORA68,Esophageal cancer,0
SNORD115-16,Gastric cancer,0
SNORA3B,Nasopharyngeal cancer,0
SNORD12B,Colon cancer,0
SNORA68,Pre-eclampsia,0
SNORD113-4,Diffuse large B cell lymphoma,0
SNORD31,Neuroblastoma,0
SCARNA16,Dysregulated immunity,0
SNORD36B,Head and neck squamous cell carcinoma,0
SNHG9,Triple negative breast cancer,0
SNORD113-2,Dysregulated immunity,0
SNORD54,Papillary thyroid carcinoma,0
SNORA49,Head and neck squamous cell carcinoma,0
SNORA44,Uveal melanoma,0
SNORD93,Osteoarthritis,0
SNORD14C,Cholangiocarcinoma,0
SNORD112,Muscle-invasive bladder cancer,0
SNORD11B,Atherosclerosis,0
SNORD113-5,Lymphosarcoma,0
SNORD113-3,Pancreatic adenocarcinoma,0
SNORA75,Hemangioma,0
SNORD36B,Glioma,0
SNORD42A,Retinoblastoma,0
SNORA74B,Early hepatocellular carcinoma,0
SNORA71A,Acute promyelocytic leukemia,0
SNORD105B,Uterine cervical neoplasm,0
SNORD64,Lymphoma,0
SNORD116-3,Cervical cancer,0
SNORD38A,Uterine leiomyoma,0
SNORD67,Head and neck squamous cell carcinoma,0
SNORD98,Laryngeal squamous cell carcinoma,0
SNORD116-24,Lymphoma,0
SNORD14B,Prostate carcinoma,0
SCARNA17,Heart failure,0
SNORA74B,Meningioma,0
SNORA72,Lymphosarcoma,0
SNORD22,Epstein-barr virus infections,0
SNORD69,Nasopharyngeal cancer,0
SNORD18A,Pneumonia,0
SNORD73A,Colon carcinoma,0
SNHG18,Liver fibrosis,0
SNORD38A,Colon and rectal adenocarcinoma,0
SNORD125,Nasopharyngeal carcinoma,0
SNORD65,Herpes simplex keratitis,0
SNORD72,Tongue squamous cell carcinoma,0
SNORD74,Colon cancer,0
SNORA32,Malignant glioma,0
SNORA14A,Leukemia lymphoblastic acute,0
SNORD27,Uveal melanoma,0
SNORA70B,Oral squamous cell carcinoma,0
SCARNA11,West nile virus infection,0
SNORD115-42,Thyroid cancer,0
SCARNA12,Prostate cancer,0
SNORD116@,Chronic obstructive pulmonary disease,0
SNORA59B,Thyroid cancer,0
SNORD116-16,Adenocarcinoma,0
SNORD113-6,T-cell acute lymphoblastic leukemia,0
SNORD114-3,Esophagus adenocarcinoma,0
SNORD113-7,Lung small cell carcinoma,0
SNORD64,Uterine leiomyoma,0
SNORA57,Retinoblastoma,0
SNORD41,Laryngeal squamous cell carcinoma,0
SNORD47,Cholangiocarcinoma,0
SNORA9,Laryngeal squamous cell carcinoma,0
SNORD26,West nile virus infection,0
SNORA81,Renal cell cancer,0
SNORD13,Urinary bladder cancer,0
SNORD91B,Pediatric neuroblastoma,0
SNORD3C,Cervical cancer,0
SNORA25,Pre-eclampsia,0
SCARNA7,Papillary thyroid carcinoma,0
SNORD33,Hepatocellular carcinoma,0
SNORD76,Chronic obstructive pulmonary disease,0
SNORD102,Uterine leiomyoma,0
SNORD36A,Malignant glioma,0
SNORD88B,Breast cancer,0
SNORD70,Pre-eclampsia,0
SNORA50C,Prader-willi syndrome,0
SNORA70F,Malignant glioma,0
SNORD11,Pancreatic ductal adenocarcinoma,0
SNORD127,Esophageal squamous cell cancer,0
SNORD116-29,Lung squamous cell carcinoma,0
SNORA14A,Colon cancer,0
SNORA51,Colorectal cancer,0
SNORD113-4,Colon and rectal adenocarcinoma,0
SNORA2B,Herpes simplex keratitis,0
SNORA70,Laryngeal cancer,0
SNORD116-29,Laryngeal cancer,0
SNORD48,Hepatic carcinoma,0
SNORD19,Hepatic carcinoma,0
SNORD59A,Primary breast cancer,0
SNORD88B,Muscle-invasive bladder cancer,0
SNORD46,Liver cirrhosis,0
SNORD116-29,Myasthenia gravis,0
SNHG15,Colon carcinoma,0
SNORD12,Papillary thyroid carcinoma,0
SNORA68,Neuroblastoma,0
SNORD36A,Ovarian clear cell carcinoma,0
SNORD114-2,Wilms tumor,0
SNORA14B,Malignant glioma,0
SNORA74A,Meningioma,0
SNORD42B,Colorectal adenocarcinoma,0
SNORA64,Liposarcoma,0
SNORA36C,Pediatric neuroblastoma,0
SNORD90,Lymphoma,0
SNORD45B,Lymphosarcoma,0
SNORA23,Uveal melanoma,0
SNORD57,Esophageal squamous cell cancer,0
SNORA65,Malignant glioma,0
SNORD2,Hemangioma,0
SNORD5,Uterine cervical neoplasm,0
SNORA57,Papillary thyroid carcinoma,0
SNORD25,Parkinson disease,0
SNORD14D,Dysregulated immunity,0
SNORD52,Leukemia lymphoblastic acute,0
SNORD114-17,Lymphosarcoma,0
SNORD91B,Esophageal squamous cell carcinoma,0
SNHG8,Leukemia lymphoblastic acute,0
SNORD37,Ovarian clear cell carcinoma,0
SNORA27,Rheumatoid arthritis,0
SNORD115-10,Colon cancer,0
SNHG11,Breast cancer,0
SNORD115-23,Myasthenia gravis,0
SNORD116-20,Leukemia lymphoblastic acute,0
SNHG1,Stomach cancer,0
SNORD50A,Glioma,0
SNORD87,Prostate cancer,0
SNHG17,Oral squamous cell carcinoma,0
SNORD28,Pancreatic adenocarcinoma,0
SNHG4,Mouth neoplasms,0
SCARNA18,Urinary bladder cancer,0
SNORA13,Cancer,0
SNORD26,Colon and rectal adenocarcinoma,0
SNORA17B,Papillary thyroid carcinoma,0
SNORA18,Tongue squamous cell carcinoma,0
SNORD71,Nasopharyngeal carcinoma,0
SNORD3C,Psoriatic arthritis,0
SNORA51,Esophagus adenocarcinoma,0
SNORD114-28,Clear cell renal cell carcinoma,0
SNORD47,Laryngeal squamous cell carcinoma,0
SNORD16,Cancer,0
SNORD114-12,Papillary thyroid carcinoma,0
SNORD113-3,Pediatric neuroblastoma,0
SNORA72,Breast cancer,0
SNORD50A,Neuroblastoma,0
SNORD88A,Rheumatoid arthritis,0
SNORD73A,Non small cell lung cancer,0
SNORD16,Oral squamous cell carcinoma,0
SNORA17A,Triple negative breast cancer,0
SNORA3A,Prostatic neoplasms,0
SNORD110,Melanoma,0
SNORD24,Acute myeloid leukemia,0
SNORA70,Esophageal cancer,0
SNORA71B,Early hepatocellular carcinoma,0
SNORA30,Lung adenocarcinoma,0
SCARNA12,Esophageal squamous cell carcinoma,0
SNORA58,Pancreatic ductal adenocarcinoma,0
SNORD62A,Ovarian cancer,0
SNORD113-1,Cancer,0
SNORD18A,Lymphoma,0
SNORD115-23,Colon carcinoma,0
SNORD26,Malignant glioma,0
SNORA33,Colon carcinoma,0
SNORD77,Malignant glioma,0
SNORA48,Pancreatic cancer,0
SNORD23,Prostate cancer,0
SNORD57,Pancreatic cancer,0
SNORD114-17,Rheumatoid arthritis,0
SNORD113-2,B-cell lymphoma,0
SNORD62B,Colon carcinoma,0
SNORD79,Atherosclerosis,0
SCARNA15,Laryngeal squamous cell carcinoma,0
SNORD114-25,Head and neck squamous cell carcinoma,0
SNORD105,West nile virus infection,0
SCARNA16,Urinary bladder cancer,0
SNORD30,Lung small cell carcinoma,0
SNORD79,Parkinson disease,0
SNORD114-23,Lung cancer,0
SNORD115-40,Ovarian cancer,0
SNORA40,Cerebral cavernous malformations,0
SNORA70B,Colon cancer,0
SNORA70,Pediatric neuroblastoma,0
SNORA24,Dysregulated immunity,0
SNORD96A,Non small cell lung carcinoma,0
SNORD54,Early hepatocellular carcinoma,0
SNHG25,Non small cell lung cancer,0
SNHG3,Cardiac hypertrophy,0
SNORD101,Thyroid cancer,0
SNORD127,B-cell lymphoma,0
SNORD121A,Pancreatic adenocarcinoma,0
SNORD30,Pre-eclampsia,0
SCARNA7,Renal cell carcinoma,0
SNORD52,Osteosarcoma,0
SNORD42B,Prostate carcinoma,0
SNORD61,Chronic obstructive pulmonary disease,0
SNORA40,Epstein-barr virus infections,0
SNORD70,Nasopharyngeal cancer,0
SNORD114-28,Colorectal cancer,0
SNORA13,Parkinson disease,0
SNORA75,Bladder cancer,0
SNORA14B,Colon and rectal adenocarcinoma,0
SNORD14A,Lung carcinoma,0
SNORD114-20,Uveal melanoma,0
SNORD11,Psoriatic arthritis,0
SNORD92,Nasopharyngeal cancer,0
SNORD77,Cerebral cavernous malformations,0
RNU1-3,Clear cell renal cell carcinoma,0
SNORD116-3,Nasopharyngeal carcinoma,0
SNORD79,Nonalcoholic fatty liver disease,0
SNORA52,B-cell lymphoma,0
SNORD15A,Ovarian cancer,0
SNORD116@,Liver cirrhosis,0
SNORD116-29,Multiple myeloma,0
SNORA21,Renal carcinoma,0
SNORD74,Lung cancer,0
SNORD1C,Acute myeloid leukemia,0
SNORD105,Mouth neoplasms,0
SNORD113-2,Myasthenia gravis,0
SCARNA7,Parkinson disease,0
SNORD14E,Glioma,0
SNORA16B,Lung carcinoma,0
SNORD114-11,Triple negative breast cancer,0
SNORD46,Renal cell cancer,0
SNORD114-25,Acute myeloid leukemia,0
SNORD70,Renal cell cancer,0
SNORD105B,Lung small cell carcinoma,0
SNORD116-25,Primary breast cancer,0
SNORD43,Esophagus adenocarcinoma,0
SNORD102,Papillary thyroid cancer,0
SNHG9,Hemangioma,0
SNORD5,Liver cirrhosis,0
SNORA9,Myasthenia gravis,0
SNORD44,Hemangioma,0
SNORD57,Hemangioma,0
SNORD83B,Primary breast cancer,0
SNORD58B,B-cell lymphoma,0
SNORA70D,Gastric cancer,0
SNORD116-1,Osteosarcoma,0
SNORD115-13,Colon and rectal adenocarcinoma,0
SCARNA22,Dysregulated immunity,0
SCARNA16,Lung small cell carcinoma,0
SNORA80E,Chronic myeloid leukemia,0
SNORA81,Lymphosarcoma,0
SNORA50C,Parkinson disease,0
SNORD117,Muscle-invasive bladder cancer,0
SNORA27,Gallbladder cancer,0
SNHG25,Liver cirrhosis,0
SNORD110,Esophagus adenocarcinoma,0
SNORD113-8,Esophageal cancer,0
SNORA28,Thyroid cancer,0
SNORD14D,Parkinson disease,0
SNORA58,Leukemia lymphoblastic acute,0
SCARNA13,Colorectal cancer,0
SNORD127,Colon carcinoma,0
SNORA37,Psoriatic arthritis,0
SNORD10,Nasopharyngeal carcinoma,0
SNORD59B,Liver cirrhosis,0
SNORA41,Bladder cancer,0
SNORD18A,Urinary bladder cancer,0
SNORD118,Prostatic neoplasms,0
SNORA13,Adenocarcinoma,0
SNORD13,West nile virus infection,0
SNORA71D,Cardiac hypertrophy,0
TERC,Chronic myeloid leukemia,0
SCARNA8,Cervical cancer,0
SNORD114-10,Pancreatic adenocarcinoma,0
SNORA15,Gastric cancer,0
SNORA36A,Pancreatic adenocarcinoma,0
SNHG17,Colon carcinoma,0
SNHG1,Lymphosarcoma,0
SNORD1B,Parkinson disease,0
SNORA65,Colon and rectal adenocarcinoma,0
SNORD46,Cerebral cavernous malformations,0
SNORD3B-2,Lymphoma,0
SNORD55,Prostate carcinoma,0
SNORA9,Prostatic neoplasms,0
SCARNA8,Pancreatic cancer,0
SNORD1A,Esophageal squamous cell carcinoma,0
SNORD113-1,Lung cancer,0
GAS5,Breast neoplasms,0
SNORA58,Head and neck squamous cell carcinoma,0
SNORD113-7,Melanoma,0
SNORD1B,Primary breast cancer,0
SNORD115-16,Prostate carcinoma,0
SNORA11E,Liposarcoma,0
SNORA23,Liver cirrhosis,0
SNORA80A,Stomach cancer,0
SNORD115-40,Thyroid cancer,0
SNORD43,Pediatric neuroblastoma,0
SNORD55,Colon carcinoma,0
SNORA81,Oral squamous cell carcinoma,0
SNORD3P3,Chronic obstructive pulmonary disease,0
